Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:30:17.340,82,5.2,1.17,10.3,61,12.0,1,-15,382,101,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1538,1534,1691,1500,1519,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:17.840,81,5.3,1.17,10.7,62,12.5,5,-35,381,139,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1546,1544,1690,1502,1523,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:18.340,63,5.2,1.17,10.8,64,12.6,52,-135,381,-8,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1594,1690,1526,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:18.840,58,5.2,1.17,10.1,65,11.8,53,-109,381,11,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1520,1581,1690,1526,1510,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:19.340,60,5.2,1.17,9.9,67,11.5,1,-32,380,-7,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1543,1690,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:19.840,55,5.3,1.17,9.7,68,11.3,-3,-21,306,-9,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1535,1653,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:20.340,63,5.3,1.17,8.1,69,9.4,-2,-43,251,-8,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1545,1625,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:20.840,68,5.3,1.18,7.8,71,9.2,-1,-69,208,43,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1526,1557,1604,1500,1513,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:21.340,69,5.3,1.18,7.3,72,8.6,3,-60,207,117,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1542,1552,1603,1501,1521,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:21.840,64,5.3,1.18,7.7,73,9.0,22,-32,207,126,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1543,1538,1603,1511,1522,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
